행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
굿풍류,봉산문화회관 가온홀,국악,2017-10-26,2017-10-26,19:30,21:00,무료,타악그룹 ‘공감’,타악그룹 ‘공감’,,,424,전석 무료,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
The Uncles Autumn Leaves Concert,봉산문화회관 가온홀,대중음악,2017-10-27,2017-10-27,19:10,21:10,유료,엉클스밴드,엉클스밴드,,,424,전석 10000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅰ,봉산문화회관 스페이스라온,무용,2017-10-27,2017-10-29,20:00,21:30,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
가톨릭대학교 실용음악과,봉산문화회관 가온홀,대중음악,2017-10-28,2017-10-28,18:00,19:30,무료,대구가톨릭대학교 음악대학,대구가톨릭대학교 작곡,053-850-3859,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅰ,봉산문화회관 스페이스라온,무용,2017-10-28,2017-10-29,16:00,17:10,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
경북과학대 실용음악과,봉산문화회관 가온홀,대중음악,2017-10-29,2017-10-29,19:00,20:30,무료,경북과학대학교 실용음악과,경북과학대학교 실용음악과,,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅰ,봉산문화회관 스페이스라온,무용,2017-10-29,2017-10-29,16:00,17:10,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
제19회 중구여성합창단 정기연주회,봉산문화회관 가온홀,대중음악,2017-10-30,2017-10-30,19:30,20:40,무료,봉산문화회관,봉산문화회관,053-661-3521,,424,전석 무료,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대신대학교 실용음악과,봉산문화회관 가온홀,대중음악,2017-10-31,2017-10-31,19:30,21:30,무료,대신대학교 음악학부,대신대학교 음악학부,053-810-0775,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
제2회 대구교육연극제,봉산문화회관 가온홀,복합,2017-11-02,2017-11-02,19:30,21:30,무료,교육부+대구광역시교육청,지오 뮤직(GO MUSIC),070-4123-9221,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅱ,봉산문화회관 스페이스라온,무용,2017-11-03,2017-11-05,20:00,21:10,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
음악극 박정희의 길,봉산문화회관 가온홀,뮤지컬,2017-11-03,2017-11-03,15:00,16:30,유료,문화미래포럼,문화미래포럼,,,424,전석 3000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
은빛 합창단,봉산문화회관 가온홀,대중음악,2017-11-04,2017-11-04,17:00,18:30,유료,합창단 은빛 메아리,합창단 은빛 메아리,,,424,전석 10000원,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅱ,봉산문화회관 스페이스라온,무용,2017-11-04,2017-11-05,16:00,17:10,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
국제2인무 페스티벌 대구 Ⅱ,봉산문화회관 스페이스라온,무용,2017-11-05,2017-11-05,16:00,17:10,유료,대구경북춤예술센터,대구경북춤예술센터,,대구문화재단+문화체육관광부+(사)한국춤예술센터,90,전석 10000원,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-08,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-09,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-10,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-11,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-11,2017-12-31,19:00,21:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-12,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-14,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-15,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-16,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-17,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-17,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-18,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-18,2017-12-31,19:00,21:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-18,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-19,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-19,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-21,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-21,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-22,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-22,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-23,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-23,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-24,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-24,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-25,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-25,2017-12-31,19:00,21:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-25,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-26,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
상주단체기획공연 연극햄릿,봉산문화회관 스페이스라온,연극,2017-11-26,2017-11-26,19:00,20:40,유료,봉산문화회관,봉산문화회관+극단백치들,053-661-3521,,90,전석 15000원,13세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-28,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-29,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
문화가 있는 날 11월 앙상블 시리즈,봉산문화회관 스페이스라온,클래식,2017-11-29,2017-11-29,19:30,20:30,유료,봉산문화회관,봉산문화회관,053-661-3521,,90,전석 10000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-11-30,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-01,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-02,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-02,2017-12-24,15:00,16:30,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-02,2017-12-31,19:00,21:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-02,2017-12-24,19:00,20:30,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-03,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-03,2017-12-24,15:00,16:30,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-05,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-05,2017-12-24,19:30,21:00,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-06,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-06,2017-12-24,19:30,21:00,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-07,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-07,2017-12-24,19:30,21:00,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-08,2017-12-31,19:45,21:45,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-08,2017-12-24,19:30,21:00,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-09,2017-12-31,15:00,17:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
연극 미롱,봉산문화회관 스페이스라온,연극,2017-12-09,2017-12-24,15:00,16:30,유료,극단사랑,극단사랑,,,90,일반 20000원+학생 10000원,13세 이상(부모동반시 만7세이상 입장가능),홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
코믹연극 프렌즈,봉산문화회관 가온홀,연극,2017-12-09,2017-12-31,19:00,21:00,유료,고도예술기획,봉산문화회관+대구MBC,053-661-3521,,424,전석 35000원,17세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+www.ticketlink.co.kr+기획사전화+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
