행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
신은영 피아노 독주회,대구문화예술회관 비슬홀,피아노 독주회,2021-08-31,2021-08-31,19:30,21:00,무료,신은영,신은영,,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
청출어람 프로젝트 Ⅱ,대구문화예술회관 비슬홀,스승과 제자 공연,2021-09-03,2021-09-03,19:30,21:00,유료,대구문화예술회관,대구문화예술회관,,,,"전석 10,000원",,홈페이지참고,,http://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3325,티켓링크,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
황혜진 해금 독주회,대구문화예술회관 비슬홀,해금 독주회,2021-09-04,2021-09-04,19:00,20:00,무료,황혜진,황혜진,,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제23회 대구 국제무용제,대구문화예술회관 팔공홀,무용 전공학생들에게 문화교류의 장을 마련하고자 하는 공연,2021-09-07,2021-09-07,19:30,20:50,무료,한국무용협회,한국무용협회,,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제23회 대구 국제무용제,대구문화예술회관 비슬홀,무용 전공학생들에게 문화교류의 장을 마련하고자 하는 공연,2021-09-08,2021-09-09,19:30,20:50,무료,한국무용협회,한국무용협회,,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제30회 대구 사회복지 대회,대구문화예술회관 팔공홀,사회복지인의 자긍심 및 사기진작을 위한 행사,2021-09-08,2021-09-08,13:30,14:30,무료,대구광역시,복지과,,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
경북도립 교향악단,대구문화예술회관 팔공홀,대구시립국악단과  교류 연주회,2021-09-10,2021-09-10,19:30,21:20,무료,경상북도립교향악단,경상북도 도립교향악단,,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 대구 예술제 협회 공연,대구문화예술회관 비슬홀,대면 또는 비대면으로 하려 논의 중,2021-09-10,2021-09-10,19:00,21:00,무료,한국예총,한국예총,053-651-5028,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 대구예술제 어워즈,대구문화예술회관 팔공홀,대면 또는 비대면으로 하려 논의 중,2021-09-12,2021-09-12,19:00,21:00,무료,한국예총,한국예총,053-651-5028,,,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 대구 예술제 협회 공연,대구문화예술회관 비슬홀,대면 또는 비대면으로 하려 논의 중,2021-09-12,2021-09-12,19:00,21:00,무료,한국예총,한국예총,053-651-5028,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021년치매 극복의 날 기념행사,대구문화예술회관 비슬홀,치매극복의날 기념식,2021-09-14,2021-09-14,14:00,15:30,무료,대구광역시,건강증진과,053-803-4101,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
"세대교감 콘서트 “2021 얼쑤 좋다, b-boying 한마당”",대구문화예술회관 비슬홀,장애인과 비장애인이 함께하는 국악과 B-boying 퓨전 콘서트,2021-09-15,2021-09-15,14:00,15:30,무료,대구장애인 예술연대,대구장애인 예술연대,053-628-0828,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구문화예술회관 기획공연 마스터즈시리즈,대구문화예술회관 팔공홀,마스터즈시리즈 지휘자 임헌정초청 공연,2021-09-16,2021-09-16,19:30,21:00,유료,대구문화예술회관,대구문화예술회관,,,,"R석 20,000원 S석 10,000",8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
DCMC  Light and motion in daegu 2021,대구문화예술회관 비슬홀,뉴미디어 콘서트,2021-09-16,2021-09-16,19:30,21:00,무료,전자음악협회 새온소리,전자음악협회 새온소리,,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
루멘투라싱어즈 영상촬영,대구문화예술회관 팔공홀,대구문화재단 영상사업 선정 영상촬영,2021-09-19,2021-09-19,13:00,14:00,무료,로맨트라시노즈,로맨트라시노즈,,,,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
김성하 재즈 콘서트,대구문화예술회관 비슬홀,다양한 연령때가 함께 할 수 있는 올드팝과 전통재즈,2021-09-25,2021-09-25,17:00,18:20,무료,김성하,김성하,,,107,미정,8세이상,,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
유네스코 음악창의도시 대구 퓨전국악축제,대구문화예술회관 팔공홀,전통국악을 기반으로 한 퓨전 국악축제,2021-09-26,2021-09-26,19:00,20:40,무료,한국국악협회,한국국악협회,053-256-7957,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
화요국악무대,대구문화예술회관 비슬홀,이야기가 있는 국악공연,2021-09-28,2021-09-28,19:00,20:10,무료,대구문화예술회관,대구시립국악단,053-606-6193,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
스핀오프,대구문화예술회관 비슬홀,단원 창작무용,2021-09-30,2021-10-01,19:30,20:30,무료,대구문화예술회관,대구시립무용단,053-606-6346,,107,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
